target_key	type	name
KCNH1	protein	KCNH1
KCNH2	protein	KCNH2
KCNH3	protein	KCNH3
KCNH6	protein	KCNH6
KCNH7	protein	KCNH7
KCNJ1	protein	KCNJ1
KCNJ10	protein	KCNJ10
KCNJ11	protein	KCNJ11
KCNJ12	protein	KCNJ12
KCNJ8	protein	KCNJ8
KCNK1	protein	KCNK1
KCNK18	protein	KCNK18
KCNK2	protein	KCNK2
KCNK3	protein	KCNK3
KCNK6	protein	KCNK6
KCNK9	protein	KCNK9
KCNMA1	protein	KCNMA1
KCNMB1	protein	KCNMB1
KCNN1	protein	KCNN1
KCNN2	protein	KCNN2
KCNN3	protein	KCNN3
KCNN4	protein	KCNN4
KCNQ1	protein	KCNQ1
KCNQ2	protein	KCNQ2
KCNQ3	protein	KCNQ3
KCNQ4	protein	KCNQ4
KCNQ5	protein	KCNQ5
KCNS3	protein	KCNS3
KDM1A	protein	KDM1A
KDM2A	protein	KDM2A
KDM4A	protein	KDM4A
KDM4B	protein	KDM4B
KDM4C	protein	KDM4C
KDM4D	protein	KDM4D
KDM4E	protein	KDM4E
KDM5A	protein	KDM5A
KDM5B	protein	KDM5B
KDM5C	protein	KDM5C
KDM5D	protein	KDM5D
KDM6A	protein	KDM6A
KDM6B	protein	KDM6B
KDR	protein	KDR
KEAP1	protein	KEAP1
KHK	protein	KHK
KIF11	protein	KIF11
KISS1R	protein	KISS1R
KIT	protein	KIT
KLF4	protein	KLF4
KLK1	protein	KLK1
KLK10	protein	KLK10
KLK11	protein	KLK11
KLK12	protein	KLK12
KLK13	protein	KLK13
KLK14	protein	KLK14
KLK15	protein	KLK15
KLK2	protein	KLK2
KLK3	protein	KLK3
KLK4	protein	KLK4
KLK5	protein	KLK5
KLK6	protein	KLK6
KLK7	protein	KLK7
KLK8	protein	KLK8
KLK9	protein	KLK9
KLKB1	protein	KLKB1
KMO	protein	KMO
KMT2A	protein	KMT2A
KMT5A	protein	KMT5A
KMT5B	protein	KMT5B
KMT5C	protein	KMT5C
KPNB1	protein	KPNB1
KRAS	protein	KRAS
KRT12	protein	KRT12
KSR1	protein	KSR1
L3MBTL1	protein	L3MBTL1
L3MBTL3	protein	L3MBTL3
L3MBTL4	protein	L3MBTL4
LACTB	protein	LACTB
LAMP1	protein	LAMP1
LAP3	protein	LAP3
LARS2	protein	LARS2
LATS1	protein	LATS1
LATS2	protein	LATS2
LCK	protein	LCK
LDHA	protein	LDHA
LDHB	protein	LDHB
LDLR	protein	LDLR
LEPR	protein	LEPR
LGALS1	protein	LGALS1
LGALS3	protein	LGALS3
LGMN	protein	LGMN
LHCGR	protein	LHCGR
LIG1	protein	LIG1
LIG3	protein	LIG3
LIG4	protein	LIG4
LIMK1	protein	LIMK1
LIMK2	protein	LIMK2
LIN28A	protein	LIN28A
LIPA	protein	LIPA
LIPC	protein	LIPC
LIPE	protein	LIPE
LIPF	protein	LIPF
LIPG	protein	LIPG
LNPEP	protein	LNPEP
LOX	protein	LOX
LOXL2	protein	LOXL2
LPAR1	protein	LPAR1
LPAR2	protein	LPAR2
LPAR3	protein	LPAR3
LPAR5	protein	LPAR5
LRRK2	protein	LRRK2
LSS	protein	LSS
LTA4H	protein	LTA4H
LTB4R	protein	LTB4R
LTB4R2	protein	LTB4R2
LTC4S	protein	LTC4S
LYN	protein	LYN
LYPLA2	protein	LYPLA2
LYPLAL1	protein	LYPLAL1
MALT1	protein	MALT1
MAN2A1	protein	MAN2A1
MAN2A2	protein	MAN2A2
MAN2B1	protein	MAN2B1
MAN2B2	protein	MAN2B2
MAN2C1	protein	MAN2C1
MAOA	protein	MAOA
MAOB	protein	MAOB
MAP2K1	protein	MAP2K1
MAP2K2	protein	MAP2K2
MAP2K3	protein	MAP2K3
MAP2K4	protein	MAP2K4
MAP2K5	protein	MAP2K5
MAP2K6	protein	MAP2K6
MAP2K7	protein	MAP2K7
MAP3K11	protein	MAP3K11
MAP3K12	protein	MAP3K12
MAP3K14	protein	MAP3K14
MAP3K20	protein	MAP3K20
MAP3K5	protein	MAP3K5
MAP3K8	protein	MAP3K8
MAP3K9	protein	MAP3K9
MAP4K1	protein	MAP4K1
MAP4K4	protein	MAP4K4
MAPK1	protein	MAPK1
MAPK10	protein	MAPK10
MAPK11	protein	MAPK11
MAPK12	protein	MAPK12
MAPK13	protein	MAPK13
MAPK14	protein	MAPK14
MAPK15	protein	MAPK15
MAPK3	protein	MAPK3
MAPK4	protein	MAPK4
MAPK6	protein	MAPK6
MAPK7	protein	MAPK7
MAPK8	protein	MAPK8
MAPK9	protein	MAPK9
MAPKAPK2	protein	MAPKAPK2
MAPKAPK5	protein	MAPKAPK5
MAPT	protein	MAPT
MARS1	protein	MARS1
MAT2A	protein	MAT2A
MBOAT4	protein	MBOAT4
MBTPS1	protein	MBTPS1
MC1R	protein	MC1R
MC3R	protein	MC3R
MC4R	protein	MC4R
MC5R	protein	MC5R
MCHR1	protein	MCHR1
MCHR2	protein	MCHR2
MCL1	protein	MCL1
MCOLN1	protein	MCOLN1
MCU	protein	MCU
MDM2	protein	MDM2
ME1	protein	ME1
ME2	protein	ME2
MELK	protein	MELK
MEN1	protein	MEN1
MEP1B	protein	MEP1B
MERTK	protein	MERTK
MET	protein	MET
METAP1	protein	METAP1
METAP2	protein	METAP2
MGLL	protein	MGLL
MGMT	protein	MGMT
MIF	protein	MIF
MKNK1	protein	MKNK1
MKNK2	protein	MKNK2
MLKL	protein	MLKL
MLLT1	protein	MLLT1
MLLT3	protein	MLLT3
MLNR	protein	MLNR
MLYCD	protein	MLYCD
MME	protein	MME
MMP1	protein	MMP1
MMP10	protein	MMP10
MMP11	protein	MMP11
MMP12	protein	MMP12
MMP13	protein	MMP13
MMP14	protein	MMP14
MMP15	protein	MMP15
MMP16	protein	MMP16
MMP17	protein	MMP17
MMP19	protein	MMP19
MMP2	protein	MMP2
MMP20	protein	MMP20
MMP21	protein	MMP21
MMP23A	protein	MMP23A
MMP27	protein	MMP27
MMP28	protein	MMP28
MMP3	protein	MMP3
MMP7	protein	MMP7
MMP8	protein	MMP8
MMP9	protein	MMP9
MOGAT2	protein	MOGAT2
MOGAT3	protein	MOGAT3
MOGS	protein	MOGS
MPC1	protein	MPC1
MPC2	protein	MPC2
MPI	protein	MPI
MPL	protein	MPL
MPO	protein	MPO
MRGPRX1	protein	MRGPRX1
MRGPRX2	protein	MRGPRX2
MS4A2	protein	MS4A2
MS4A7	protein	MS4A7
MST1R	protein	MST1R
MT-ATP6	protein	MT-ATP6
MT-ND1	protein	MT-ND1
MTAP	protein	MTAP
MTF1	protein	MTF1
MTNR1A	protein	MTNR1A
MTNR1B	protein	MTNR1B
MTOR	protein	MTOR
MTTP	protein	MTTP
MUSK	protein	MUSK
MVD	protein	MVD
MYC	protein	MYC
MYD88	protein	MYD88
MYH10	protein	MYH10
MYH7	protein	MYH7
MYH9	protein	MYH9
MYLK	protein	MYLK
MYLK2	protein	MYLK2
MYLK3	protein	MYLK3
MYLK4	protein	MYLK4
NAAA	protein	NAAA
NAE1	protein	NAE1
NAMPT	protein	NAMPT
NAT1	protein	NAT1
NAT10	protein	NAT10
NCEH1	protein	NCEH1
NCK1	protein	NCK1
NCK2	protein	NCK2
NDUFAB1	protein	NDUFAB1
NDUFS1	protein	NDUFS1
NDUFV1	protein	NDUFV1
NEDD4	protein	NEDD4
NEDD8	protein	NEDD8
NEK1	protein	NEK1
NEK2	protein	NEK2
NEU1	protein	NEU1
NEU2	protein	NEU2
NEU3	protein	NEU3
NFE2L2	protein	NFE2L2
NFKB1	protein	NFKB1
NFKB2	protein	NFKB2
NGF	protein	NGF
NGLY1	protein	NGLY1
NISCH	protein	NISCH
NLRP3	protein	NLRP3
NMBR	protein	NMBR
NME1	protein	NME1
NME2	protein	NME2
NMT1	protein	NMT1
NMUR1	protein	NMUR1
NMUR2	protein	NMUR2
NOS1	protein	NOS1
NOS2	protein	NOS2
NOS3	protein	NOS3
NOTUM	protein	NOTUM
NOX1	protein	NOX1
NOX3	protein	NOX3
NOX4	protein	NOX4
NOX5	protein	NOX5
NOXO1	protein	NOXO1
NPBWR1	protein	NPBWR1
NPC1	protein	NPC1
NPC1L1	protein	NPC1L1
NPEPPS	protein	NPEPPS
NPFFR1	protein	NPFFR1
NPFFR2	protein	NPFFR2
NPR1	protein	NPR1
NPSR1	protein	NPSR1
NPY1R	protein	NPY1R
NPY2R	protein	NPY2R
NPY5R	protein	NPY5R
NQO1	protein	NQO1
NQO2	protein	NQO2
NR1D1	protein	NR1D1
NR1H2	protein	NR1H2
NR1H3	protein	NR1H3
NR1H4	protein	NR1H4
NR1I2	protein	NR1I2
NR1I3	protein	NR1I3
NR3C1	protein	NR3C1
NR3C2	protein	NR3C2
NR4A1	protein	NR4A1
NR4A2	protein	NR4A2
NR5A1	protein	NR5A1
NR5A2	protein	NR5A2
NRAS	protein	NRAS
NRP1	protein	NRP1
NSD3	protein	NSD3
NSDHL	protein	NSDHL
NTRK1	protein	NTRK1
NTRK2	protein	NTRK2
NTRK3	protein	NTRK3
NTSR1	protein	NTSR1
NTSR2	protein	NTSR2
NUAK1	protein	NUAK1
NUAK2	protein	NUAK2
NUCB1	protein	NUCB1
NUDT1	protein	NUDT1
NUDT2	protein	NUDT2
OAT	protein	OAT
ODC1	protein	ODC1
OGA	protein	OGA
OGG1	protein	OGG1
OGT	protein	OGT
OLIG2	protein	OLIG2
OPN4	protein	OPN4
OPRD1	protein	OPRD1
OPRK1	protein	OPRK1
OPRL1	protein	OPRL1
OPRM1	protein	OPRM1
OPTN	protein	OPTN
ORAI1	protein	ORAI1
ORAI2	protein	ORAI2
ORAI3	protein	ORAI3
OXER1	protein	OXER1
OXTR	protein	OXTR
P2RX1	protein	P2RX1
P2RX2	protein	P2RX2
P2RX3	protein	P2RX3
P2RX4	protein	P2RX4
P2RX7	protein	P2RX7
P2RY1	protein	P2RY1
P2RY12	protein	P2RY12
P2RY13	protein	P2RY13
P2RY14	protein	P2RY14
P2RY2	protein	P2RY2
P2RY4	protein	P2RY4
P2RY6	protein	P2RY6
P4HA1	protein	P4HA1
P4HA2	protein	P4HA2
P4HA3	protein	P4HA3
P4HB	protein	P4HB
PADI1	protein	PADI1
PADI2	protein	PADI2
PADI3	protein	PADI3
PADI4	protein	PADI4
PADI6	protein	PADI6
PAH	protein	PAH
PAK1	protein	PAK1
PAK4	protein	PAK4
PAK6	protein	PAK6
PAM	protein	PAM
PANX1	protein	PANX1
PAPOLA	protein	PAPOLA
PARG	protein	PARG
PARP1	protein	PARP1
PARP10	protein	PARP10
PARP2	protein	PARP2
PARP3	protein	PARP3
PAX2	protein	PAX2
PBK	protein	PBK
PBRM1	protein	PBRM1
PCK1	protein	PCK1
PCSK9	protein	PCSK9
PCTP	protein	PCTP
PCYT1A	protein	PCYT1A
PCYT2	protein	PCYT2
PDCD1	protein	PDCD1
PDE10A	protein	PDE10A
PDE11A	protein	PDE11A
PDE1A	protein	PDE1A
PDE1B	protein	PDE1B
PDE1C	protein	PDE1C
PDE2A	protein	PDE2A
PDE3A	protein	PDE3A
PDE3B	protein	PDE3B
PDE4A	protein	PDE4A
PDE4B	protein	PDE4B
PDE4C	protein	PDE4C
PDE4D	protein	PDE4D
PDE5A	protein	PDE5A
PDE6A	protein	PDE6A
PDE6B	protein	PDE6B
PDE6C	protein	PDE6C
PDE6D	protein	PDE6D
PDE6G	protein	PDE6G
PDE6H	protein	PDE6H
PDE7A	protein	PDE7A
PDE7B	protein	PDE7B
PDE8A	protein	PDE8A
PDE8B	protein	PDE8B
PDE9A	protein	PDE9A
PDF	protein	PDF
PDGFRA	protein	PDGFRA
PDGFRB	protein	PDGFRB
PDHA1	protein	PDHA1
PDHA2	protein	PDHA2
PDHB	protein	PDHB
PDIA3	protein	PDIA3
PDK1	protein	PDK1
PDK2	protein	PDK2
PDK3	protein	PDK3
PDK4	protein	PDK4
PDPK1	protein	PDPK1
PEBP1	protein	PEBP1
PFKFB3	protein	PFKFB3
PFKFB4	protein	PFKFB4
PGD	protein	PGD
PGGT1B	protein	PGGT1B
PGK1	protein	PGK1
PGR	protein	PGR
PHGDH	protein	PHGDH
PI3	protein	PI3
PI4KA	protein	PI4KA
PI4KB	protein	PI4KB
PIEZO1	protein	PIEZO1
PIK3C2B	protein	PIK3C2B
PIK3C3	protein	PIK3C3
PIK3CA	protein	PIK3CA
PIK3CB	protein	PIK3CB
PIK3CD	protein	PIK3CD
PIK3CG	protein	PIK3CG
PIKFYVE	protein	PIKFYVE
PIM1	protein	PIM1
PIM2	protein	PIM2
PIM3	protein	PIM3
PIN1	protein	PIN1
PINK1	protein	PINK1
PIP5K1A	protein	PIP5K1A
PIP5K1C	protein	PIP5K1C
PIR	protein	PIR
PKD1	protein	PKD1
PKD2L2	protein	PKD2L2
PKLR	protein	PKLR
PKM	protein	PKM
PKN2	protein	PKN2
PLA2G10	protein	PLA2G10
PLA2G12A	protein	PLA2G12A
PLA2G12B	protein	PLA2G12B
PLA2G1B	protein	PLA2G1B
PLA2G2A	protein	PLA2G2A
PLA2G2C	protein	PLA2G2C
PLA2G2D	protein	PLA2G2D
PLA2G2E	protein	PLA2G2E
PLA2G3	protein	PLA2G3
PLA2G4A	protein	PLA2G4A
PLA2G4F	protein	PLA2G4F
PLA2G5	protein	PLA2G5
PLA2G6	protein	PLA2G6
PLA2G7	protein	PLA2G7
PLA2R1	protein	PLA2R1
PLAT	protein	PLAT
PLAU	protein	PLAU
PLAUR	protein	PLAUR
PLCB1	protein	PLCB1
PLCG1	protein	PLCG1
PLD1	protein	PLD1
PLD2	protein	PLD2
PLG	protein	PLG
PLK1	protein	PLK1
PLK2	protein	PLK2
PLK3	protein	PLK3
PLN	protein	PLN
PNLIP	protein	PNLIP
PNMT	protein	PNMT
PNP	protein	PNP
PNPLA2	protein	PNPLA2
PNPLA3	protein	PNPLA3
PNPLA4	protein	PNPLA4
POLA1	protein	POLA1
POLA2	protein	POLA2
POLB	protein	POLB
POLD1	protein	POLD1
POLD2	protein	POLD2
POLD3	protein	POLD3
POLD4	protein	POLD4
POLE	protein	POLE
POLE2	protein	POLE2
POLE3	protein	POLE3
POLE4	protein	POLE4
POLG	protein	POLG
POLG2	protein	POLG2
POLH	protein	POLH
POLI	protein	POLI
POLK	protein	POLK
POLL	protein	POLL
POLM	protein	POLM
POLN	protein	POLN
POLQ	protein	POLQ
POLR2A	protein	POLR2A
POLRMT	protein	POLRMT
PON1	protein	PON1
PORCN	protein	PORCN
PPARA	protein	PPARA
PPARD	protein	PPARD
PPARG	protein	PPARG
PPAT	protein	PPAT
PPIA	protein	PPIA
PPIB	protein	PPIB
PPID	protein	PPID
PPM1D	protein	PPM1D
PPME1	protein	PPME1
PPOX	protein	PPOX
PPP1CA	protein	PPP1CA
PPP1CB	protein	PPP1CB
PPP1CC	protein	PPP1CC
PPP1R15A	protein	PPP1R15A
PPP2CA	protein	PPP2CA
PPP2CB	protein	PPP2CB
PPP2R1B	protein	PPP2R1B
PPP2R3B	protein	PPP2R3B
PPP2R3C	protein	PPP2R3C
PPP3CA	protein	PPP3CA
PPP3CB	protein	PPP3CB
PPP3CC	protein	PPP3CC
PPP3R1	protein	PPP3R1
PPP3R2	protein	PPP3R2
PPT1	protein	PPT1
PRCP	protein	PRCP
PRDM9	protein	PRDM9
PREP	protein	PREP
PRIM1	protein	PRIM1
PRKAA1	protein	PRKAA1
PRKAA2	protein	PRKAA2
PRKAB1	protein	PRKAB1
PRKAB2	protein	PRKAB2
PRKACA	protein	PRKACA
PRKACB	protein	PRKACB
PRKACG	protein	PRKACG
PRKAG1	protein	PRKAG1
PRKAG2	protein	PRKAG2
PRKAG3	protein	PRKAG3
PRKCA	protein	PRKCA
PRKCB	protein	PRKCB
PRKCD	protein	PRKCD
PRKCE	protein	PRKCE
PRKCG	protein	PRKCG
PRKCH	protein	PRKCH
PRKCI	protein	PRKCI
PRKCQ	protein	PRKCQ
PRKCZ	protein	PRKCZ
PRKD1	protein	PRKD1
PRKD2	protein	PRKD2
PRKD3	protein	PRKD3
PRKDC	protein	PRKDC
PRKG1	protein	PRKG1
PRKX	protein	PRKX
PRL	protein	PRL
PRMT1	protein	PRMT1
PRMT3	protein	PRMT3
PRMT5	protein	PRMT5
PRMT6	protein	PRMT6
PRMT7	protein	PRMT7
PRMT8	protein	PRMT8
PRNP	protein	PRNP
PROC	protein	PROC
PROKR1	protein	PROKR1
PRPF4	protein	PRPF4
PRSS1	protein	PRSS1
PRSS2	protein	PRSS2
PRSS3	protein	PRSS3
PRSS8	protein	PRSS8
PSEN1	protein	PSEN1
PSEN2	protein	PSEN2
PSENEN	protein	PSENEN
PSMA1	protein	PSMA1
PSMA2	protein	PSMA2
PSMA3	protein	PSMA3
PSMA4	protein	PSMA4
PSMA5	protein	PSMA5
PSMA6	protein	PSMA6
PSMA7	protein	PSMA7
PSMA8	protein	PSMA8
PSMB1	protein	PSMB1
PSMB10	protein	PSMB10
PSMB11	protein	PSMB11
PSMB2	protein	PSMB2
PSMB3	protein	PSMB3
PSMB4	protein	PSMB4
PSMB5	protein	PSMB5
PSMB6	protein	PSMB6
PSMB7	protein	PSMB7
PSMB8	protein	PSMB8
PSMB9	protein	PSMB9
PSMC3	protein	PSMC3
PSMC5	protein	PSMC5
PSMD1	protein	PSMD1
PSMD11	protein	PSMD11
PSMD13	protein	PSMD13
PSMD14	protein	PSMD14
PSMD2	protein	PSMD2
PSMD3	protein	PSMD3
PSMD4	protein	PSMD4
PSMD7	protein	PSMD7
PSMD8	protein	PSMD8
PTAFR	protein	PTAFR
PTCH1	protein	PTCH1
PTEN	protein	PTEN
PTGDR	protein	PTGDR
PTGDR2	protein	PTGDR2
PTGDS	protein	PTGDS
PTGER1	protein	PTGER1
PTGER2	protein	PTGER2
PTGER3	protein	PTGER3
PTGER4	protein	PTGER4
PTGES	protein	PTGES
PTGFR	protein	PTGFR
PTGIR	protein	PTGIR
PTGS1	protein	PTGS1
PTGS2	protein	PTGS2
PTH1R	protein	PTH1R
PTK2	protein	PTK2
PTK2B	protein	PTK2B
PTK6	protein	PTK6
PTK7	protein	PTK7
PTP4A1	protein	PTP4A1
PTP4A2	protein	PTP4A2
PTP4A3	protein	PTP4A3
PTPN1	protein	PTPN1
PTPN11	protein	PTPN11
PTPN2	protein	PTPN2
PTPN22	protein	PTPN22
PTPN5	protein	PTPN5
PTPN6	protein	PTPN6
PTPRB	protein	PTPRB
PTPRC	protein	PTPRC
PTPRG	protein	PTPRG
PYGB	protein	PYGB
PYGL	protein	PYGL
PYGM	protein	PYGM
QPCT	protein	QPCT
QRFPR	protein	QRFPR
RABGGTA	protein	RABGGTA
RABGGTB	protein	RABGGTB
RAC1	protein	RAC1
RAD51	protein	RAD51
RAF1	protein	RAF1
RAMP1	protein	RAMP1
RAPGEF3	protein	RAPGEF3
RAPGEF4	protein	RAPGEF4
RARA	protein	RARA
RARB	protein	RARB
RARG	protein	RARG
RASGRP3	protein	RASGRP3
RBM39	protein	RBM39
RBP4	protein	RBP4
RCE1	protein	RCE1
REL	protein	REL
RELA	protein	RELA
REN	protein	REN
RET	protein	RET
REV3L	protein	REV3L
RGS4	protein	RGS4
RHEB	protein	RHEB
RHOC	protein	RHOC
RING1	protein	RING1
RIOK3	protein	RIOK3
RIPK1	protein	RIPK1
RIPK2	protein	RIPK2
RNASE1	protein	RNASE1
RNF2	protein	RNF2
RNU1-1	protein	RNU1-1
RNU1-2	protein	RNU1-2
RNU1-3	protein	RNU1-3
RNU1-4	protein	RNU1-4
ROCK1	protein	ROCK1
ROCK2	protein	ROCK2
RORA	protein	RORA
RORB	protein	RORB
RORC	protein	RORC
ROS1	protein	ROS1
RPE65	protein	RPE65
RPL10L	protein	RPL10L
RPL11	protein	RPL11
RPL13A	protein	RPL13A
RPL15	protein	RPL15
RPL17	protein	RPL17
RPL19	protein	RPL19
RPL23	protein	RPL23
RPL23A	protein	RPL23A
RPL26L1	protein	RPL26L1
RPL3	protein	RPL3
RPL37	protein	RPL37
RPL6	protein	RPL6
RPL8	protein	RPL8
RPS14	protein	RPS14
RPS20	protein	RPS20
RPS6KA1	protein	RPS6KA1
RPS6KA2	protein	RPS6KA2
RPS6KA3	protein	RPS6KA3
RPS6KA4	protein	RPS6KA4
RPS6KA5	protein	RPS6KA5
RPS6KA6	protein	RPS6KA6
RPS6KB1	protein	RPS6KB1
RPS6KB2	protein	RPS6KB2
RPS6KB3	protein	RPS6KB3
RPS6KC1	protein	RPS6KC1
RRM1	protein	RRM1
RRM2	protein	RRM2
RSL24D1	protein	RSL24D1
RUNX1	protein	RUNX1
RXFP3	protein	RXFP3
RXRA	protein	RXRA
RXRB	protein	RXRB
RXRG	protein	RXRG
RYR1	protein	RYR1
RYR2	protein	RYR2
S100A12	protein	S100A12
S100A13	protein	S100A13
S100A4	protein	S100A4
S100A9	protein	S100A9
S100P	protein	S100P
S1PR1	protein	S1PR1
S1PR2	protein	S1PR2
S1PR3	protein	S1PR3
S1PR4	protein	S1PR4
S1PR5	protein	S1PR5
SAE1	protein	SAE1
SC5D	protein	SC5D
SCARB1	protein	SCARB1
SCD	protein	SCD
SCN10A	protein	SCN10A
SCN1A	protein	SCN1A
SCN1B	protein	SCN1B
SCN2A	protein	SCN2A
SCN2B	protein	SCN2B
SCN3A	protein	SCN3A
SCN3B	protein	SCN3B
SCN4A	protein	SCN4A
SCN5A	protein	SCN5A
SCN7A	protein	SCN7A
SCN8A	protein	SCN8A
SCN9A	protein	SCN9A
SCNN1A	protein	SCNN1A
SCNN1B	protein	SCNN1B
SCNN1D	protein	SCNN1D
SCNN1G	protein	SCNN1G
SDHA	protein	SDHA
SDHB	protein	SDHB
SDHC	protein	SDHC
SDHD	protein	SDHD
SELE	protein	SELE
SELP	protein	SELP
SEMA3A	protein	SEMA3A
SENP1	protein	SENP1
SERPINE1	protein	SERPINE1
SETD7	protein	SETD7
SF3A1	protein	SF3A1
SF3B1	protein	SF3B1
SF3B2	protein	SF3B2
SF3B3	protein	SF3B3
SF3B4	protein	SF3B4
SFRP1	protein	SFRP1
SGK1	protein	SGK1
SGK2	protein	SGK2
SGMS1	protein	SGMS1
SGPL1	protein	SGPL1
SHH	protein	SHH
SI	protein	SI
SIGMAR1	protein	SIGMAR1
SIK1	protein	SIK1
SIK2	protein	SIK2
SIK3	protein	SIK3
SIRT1	protein	SIRT1
SIRT2	protein	SIRT2
SIRT3	protein	SIRT3
SIRT5	protein	SIRT5
SIRT6	protein	SIRT6
SLC10A2	protein	SLC10A2
SLC11A2	protein	SLC11A2
SLC12A1	protein	SLC12A1
SLC12A2	protein	SLC12A2
SLC12A3	protein	SLC12A3
SLC12A4	protein	SLC12A4
SLC12A5	protein	SLC12A5
SLC13A5	protein	SLC13A5
SLC14A1	protein	SLC14A1
SLC14A2	protein	SLC14A2
SLC15A1	protein	SLC15A1
SLC16A1	protein	SLC16A1
SLC18A1	protein	SLC18A1
SLC18A2	protein	SLC18A2
SLC18A3	protein	SLC18A3
SLC19A1	protein	SLC19A1
SLC19A3	protein	SLC19A3
SLC1A1	protein	SLC1A1
SLC1A2	protein	SLC1A2
SLC1A3	protein	SLC1A3
SLC1A4	protein	SLC1A4
SLC1A5	protein	SLC1A5
SLC22A1	protein	SLC22A1
SLC22A11	protein	SLC22A11
SLC22A12	protein	SLC22A12
SLC22A2	protein	SLC22A2
SLC22A3	protein	SLC22A3
SLC22A6	protein	SLC22A6
SLC22A8	protein	SLC22A8
SLC25A4	protein	SLC25A4
SLC26A3	protein	SLC26A3
SLC28A2	protein	SLC28A2
SLC29A1	protein	SLC29A1
SLC29A2	protein	SLC29A2
SLC29A3	protein	SLC29A3
SLC29A4	protein	SLC29A4
SLC2A1	protein	SLC2A1
SLC2A3	protein	SLC2A3
SLC39A7	protein	SLC39A7
SLC40A1	protein	SLC40A1
SLC43A1	protein	SLC43A1
SLC47A1	protein	SLC47A1
SLC5A1	protein	SLC5A1
SLC5A2	protein	SLC5A2
SLC5A4	protein	SLC5A4
SLC5A7	protein	SLC5A7
SLC6A1	protein	SLC6A1
SLC6A12	protein	SLC6A12
SLC6A2	protein	SLC6A2
SLC6A3	protein	SLC6A3
SLC6A4	protein	SLC6A4
SLC6A5	protein	SLC6A5
SLC6A7	protein	SLC6A7
SLC6A9	protein	SLC6A9
SLC7A11	protein	SLC7A11
SLC8A1	protein	SLC8A1
SLC8A2	protein	SLC8A2
SLC9A1	protein	SLC9A1
SLC9A2	protein	SLC9A2
SLC9A3	protein	SLC9A3
SLC9A5	protein	SLC9A5
SLCO1B1	protein	SLCO1B1
SMAD3	protein	SMAD3
SMARCA2	protein	SMARCA2
SMARCA4	protein	SMARCA4
SMG1	protein	SMG1
SMG7	protein	SMG7
SMN2	protein	SMN2
SMO	protein	SMO
SMOX	protein	SMOX
SMPD1	protein	SMPD1
SMPD2	protein	SMPD2
SMURF1	protein	SMURF1
SMURF2	protein	SMURF2
SMYD2	protein	SMYD2
SMYD3	protein	SMYD3
SNRPC	protein	SNRPC
SOAT1	protein	SOAT1
SOAT2	protein	SOAT2
SOD1	protein	SOD1
SORD	protein	SORD
SORT1	protein	SORT1
SOS1	protein	SOS1
SOX18	protein	SOX18
SPHK1	protein	SPHK1
SPHK2	protein	SPHK2
SPI1	protein	SPI1
SPPL2A	protein	SPPL2A
SPR	protein	SPR
SPTLC1	protein	SPTLC1
SPTLC2	protein	SPTLC2
SPTLC3	protein	SPTLC3
SQLE	protein	SQLE
SRC	protein	SRC
SRD5A1	protein	SRD5A1
SRD5A2	protein	SRD5A2
SREBF1	protein	SREBF1
SSTR1	protein	SSTR1
SSTR2	protein	SSTR2
SSTR3	protein	SSTR3
SSTR4	protein	SSTR4
SSTR5	protein	SSTR5
ST14	protein	ST14
STAT2	protein	STAT2
STAT3	protein	STAT3
STAT6	protein	STAT6
STING1	protein	STING1
STK3	protein	STK3
STK33	protein	STK33
STK4	protein	STK4
STS	protein	STS
SUCNR1	protein	SUCNR1
SULT1A1	protein	SULT1A1
SULT1E1	protein	SULT1E1
SUV39H1	protein	SUV39H1
SUV39H2	protein	SUV39H2
SV2A	protein	SV2A
SYK	protein	SYK
TAAR1	protein	TAAR1
TACR1	protein	TACR1
TACR2	protein	TACR2
TACR3	protein	TACR3
TAF1	protein	TAF1
TAF1L	protein	TAF1L
TAF9	protein	TAF9
TAOK1	protein	TAOK1
TAOK2	protein	TAOK2
TAOK3	protein	TAOK3
TARS1	protein	TARS1
TAS1R1	protein	TAS1R1
TBK1	protein	TBK1
TBXA2R	protein	TBXA2R
TBXAS1	protein	TBXAS1
TCF4	protein	TCF4
TDO2	protein	TDO2
TDP1	protein	TDP1
TDP2	protein	TDP2
TEK	protein	TEK
TENT4A	protein	TENT4A
TERT	protein	TERT
TET1	protein	TET1
TGFB1	protein	TGFB1
TGFBR1	protein	TGFBR1
TGFBR2	protein	TGFBR2
TGM1	protein	TGM1
TGM2	protein	TGM2
TH	protein	TH
THRA	protein	THRA
THRB	protein	THRB
TIE1	protein	TIE1
TK1	protein	TK1
TK2	protein	TK2
TKT	protein	TKT
TLR1	protein	TLR1
TLR2	protein	TLR2
TLR3	protein	TLR3
TLR4	protein	TLR4
TLR7	protein	TLR7
TLR8	protein	TLR8
TLR9	protein	TLR9
TMEM97	protein	TMEM97
TNF	protein	TNF
TNFSF10	protein	TNFSF10
TNFSF11	protein	TNFSF11
TNIK	protein	TNIK
TNK2	protein	TNK2
TNKS	protein	TNKS
TNKS2	protein	TNKS2
TNNC1	protein	TNNC1
TNNI2	protein	TNNI2
TNNI3K	protein	TNNI3K
TNNT3	protein	TNNT3
TOP1	protein	TOP1
TOP2A	protein	TOP2A
TOP2B	protein	TOP2B
TP53	protein	TP53
TPCN1	protein	TPCN1
